particle_id,leeway_class,terminal_lat,terminal_lon,synthetic_bfo,satellite_probability_weight
low_windage_66,low_windage,-35.17770051664258,93.71736487986452,179.54513456697018,0.9998107439268753
low_windage_67,low_windage,-35.23257699109837,93.72672533798357,179.5456000521915,0.9997668136357377
low_windage_68,low_windage,-35.201894400254325,93.74277451957148,179.5454658567915,0.9997794793660947
low_windage_69,low_windage,-35.20759937490662,93.75689420520504,179.5455921852226,0.9997675561643065
low_windage_70,low_windage,-35.18337069327142,93.7350576762733,179.54528176900183,0.9997968527541259
low_windage_71,low_windage,-35.18062062420599,93.77001782006948,179.54546859742706,0.9997792207055205
low_windage_72,low_windage,-35.22547859609415,93.75207442873246,179.5456971895906,0.9997576450338692
low_windage_73,low_windage,-35.1759303888638,93.74120340871612,179.54526265572127,0.9997986564929561
low_windage_74,low_windage,-35.19864782316537,93.6930148605758,179.54514684152858,0.9998095856377966
low_windage_75,low_windage,-35.181613198075496,93.74524661068756,179.5453290573856,0.9997923900325615
low_windage_76,low_windage,-35.223118024440936,93.70622344458845,179.54540793981977,0.9997849454776835
low_windage_77,low_windage,-35.20492490929245,93.69042642645029,179.54517843503947,0.9998066042838761
low_windage_78,low_windage,-35.234095442736,93.7058638756397,179.5454878931121,0.9997773995734546
low_windage_79,low_windage,-35.20659745584916,93.72646530152711,179.54540433916068,0.9997852852971537
low_windage_80,low_windage,-35.24494146662257,93.71750571537292,179.5456379191983,0.9997632394965313
low_windage_81,low_windage,-35.213751901173204,93.80519173502144,179.5459247282721,0.9997361664516808
low_windage_82,low_windage,-35.14904400999573,93.76969946484256,179.54523111347817,0.9998016331289585
low_windage_83,low_windage,-35.17252004176187,93.69957138740074,179.54499047013647,0.9998243411201231
low_windage_84,low_windage,-35.21513890986167,93.7026345070653,179.54532704397687,0.9997925800449746
low_windage_85,low_windage,-35.21822288283879,93.717916954155,179.5454405828611,0.9997818646980412
low_windage_86,low_windage,-35.18859711166995,93.73844898886458,179.5453409011609,0.9997912722904208
low_windage_87,low_windage,-35.15939813850085,93.74847140190356,179.5451823730125,0.9998062326698707
low_windage_88,low_windage,-35.17368468488317,93.67994246551989,179.54488294796974,0.9998344864619556
low_windage_89,low_windage,-35.18050130992926,93.70561750114815,179.54508588965732,0.9998153372959867
low_windage_90,low_windage,-35.16438124345872,93.73477943077916,179.54513835384228,0.9998103865792998
low_windage_91,low_windage,-35.159593124043326,93.72898485519832,179.54506825911326,0.9998170009521451
low_windage_92,low_windage,-35.20462021369757,93.74993052883102,179.54552864152652,0.999773553671635
